,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
150,Unbroken,137.0,"Biography,Drama,Sport","Dec 25, 2014",65000000,115637895,163527824,98527824,PG-13,Angelina Jolie,"Jack O'Connell, Domhnall Gleeson, Finn Wittrock, Garrett Hedlund, Jai Courtney, Takamasa Ishihara, Maddalena Ischiale, Vincenzo Amato, John Magaro, Luke Treadaway, Ross Anderson, Louis McIntosh, CJ Valleroy, John D'Leo, Alex Russell, Jordan Patrick Smith, Spencer Rocco Lofranco, Stephen J. Douglas, Marcus Vanco, Dylan Watson, Ryan Ahern, Ross Langley, Michael Whalley, Anthony Phelan, David Roberts, Sandy Winton, Jack Marshall, Sean McCarthy, Chris Ovens, Oliver Wright, Kuni Hashimoto, Shinji Ikefuji, Shinji Ogata, Taka Uematsu, Jason R. Goode, Yutaka Izumihara, Erich Chikashi-Linzbichler, Masako Fouquet, Jiro Funamoto, Kunisha Goto, Katsuhito Nojiri, Katsuichi Shike, Atsuto Kitanobo, Shingo Usami, Hiroshi Kasuga (II), Yoji Tatsuta, Ryuzaburo Naruse, Talia Mano, Savannah Lamble, Allan Gibson, Alice Roberts, Jeffery Travis, Sophie Dalah, Morgan Griffin, Gulliver Page, Damien Bryson, Jesse Turner, Kristopher Bos, Geoffrey Evans, Nick Smith, Tom Hobbs, Bangalie Keita, Brooklan Frkovic, Brock Hastings Booth, Steven Stanton, Anthony Craig, Simon Noonan, James McEnery, Garrick Parkes, Brett Clancy, Nicholas Farris, Stephen Stanton"
151,The Secret Life of Walter Mitty,114.0,"Adventure,Comedy,Drama","Dec 25, 2013",91000000,58236838,187861183,96861183,NR,"Norman Z. McLeod, Norman McLeod","Danny Kaye, Virginia Mayo, Boris Karloff, Fay Bainter, Ann Rutherford, Thurston Hall, Konstantin Shayne, Florence Bates, Gordon Jones, Reginald Denny, Henry Corden, Doris Lloyd, Fritz Feld, Frank Reicher, Milton Parsons, Mary Brewer, Betty Carlyle, Lorraine DeRome, Jackie Jordan, Martha Montgomery, Sue Casey, Betty Cargyle, Patricia Patrick, Irene Vernon, Karen X. Gaylord, Mary Ellen Gleason, Georgia Lane, Michael Mauree, Lynn Walker, Bess Flowers, Donna Dax, George Magrill, Joel Friedkin, John Tyrrell, Raoul Freeman, Sam Ash, Dorothy Granger, Harry Woods, Lumsden Hare, Hank Worden, Vernon Dent, John Hamilton, Henry Kolker, Harry Harvey Jr., Frank LaRue, James Brick Sullivan, Charles Trowbridge, Minerva Urecal, Maude Eburne, George Chandler, Vincent Pelletier, Harry Harvey, Mary Anne Baird, Jack Gargan, Harry Depp, Dick Earle, Broderick O'Farrell, Wilbur Mack, Ralph Dunn, Jack Cheatham, Mary Forbes, Pierre Watkin, Ernie S. Adams, George Lloyd, Syd Saylor, Billy Bletcher, Eddie Acuff, Wade Crosby, Dorothy Christy, Dick Rush, William Haade, William Newell, Paul Newlan, Chris-Pin Martin, Robert Altman, Sam McDaniel, Betty Blythe, Mary Gordon, Ethan Laidlaw, Moy Ming, W. Beal Wong"
152,The Visit,90.0,"Comedy,Drama,Romance","Sep 11, 2015",5000000,65206105,98677816,93677816,PG-13,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn, Benjamin Kanes, Celia Keenan-Bolger, Samuel Stricklen, Patch Darragh, Jorge Cordova, Steve Annan, Ocean James, Seamus Moroney"
153,Boomerang,101.0,"Drama,Romance","Jul 1, 1992",42000000,70052444,131052444,89052444,R,Reginald Hudlin,"Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Martin Lawrence, Grace Jones, Geoffrey Holder, Eartha Kitt, Chris Rock, Tisha Campbell-Martin, Lela Rochon, John Witherspoon, Bebe Drake-Massey, Bebe Drake, John Canada Terrell, Leonard Jackson, Jonathan P. Hicks, Irv L. Dotten, Tom Mardirosian, Melvin Van Peebles, Rhonda Jensen, Alyce Webb, Louise Vyent, Frank Rivers, Angela Logan, Chuck Pfeifer, Raye Dowell, Reginald Hudlin, Warrington Hudlin, Aleta Helena Chappelle, Kenny Blank, Khanya Mkhize, Chuck Preiffer, Erica Catherine Smith, De'Von Young, Andre B. Blake, Daryl 'Chill' Mitchell, Gene ""Groove"" Allen, Naydia Sanford, Michelle Griffin, Jewel Allsion Gittens, Frank Tarsia, Ronald Edward Ziegler, Scott Baird, Jeff McBride, Herb Kerr III, Al Cerullo, Gary Frith, Sandy Moore, Olga Merediz, Tracy Douglas"
154,The Monuments Men,118.0,"Comedy,Drama,History","Feb 7, 2014",70000000,78031620,158702748,88702748,PG-13,George Clooney,"George Clooney, Matt Damon, Bill Murray, John Goodman, Jean Dujardin, Bob Balaban, Hugh Bonneville, Cate Blanchett, Dimitri Leonidas, Justus von Dohnányi, Holger Handtke, Michael Hofland, Zahari Baharov, Michael Brandner, Sam Hazeldine, Miles Jupp, Diarmaid Murtagh, Serge Hazanavicius, Emil vonSchoenfels, Luc Feit, Emil von Schönfels, Udo Kroschwald, Aurélia Poirier, Grant Heslov, Matthew Maguire, Mike Dalton, Christian Rodska, Stefan Kolosko, Thomas Wingrich, Oliver Devoti, James Payton, Lucas Tavernier, Oscar Copp, Luciana Castellucci, Declan Mills, Richard Crehan, Corin Stuart, Andre Hinderlich, Maximillian Seidel, Marcel Mols, Matt Rippy, John Dagleish, Andrew Byron, Nicolas Heidrich, Aidan Sharp, Xavier Laurent, Ben-Ryan Davies, Nick Clooney, Joel Basman, Andrew Alexander, Adrian Bouchet, Claudia Geisler, Joe Reynolds, Levi Strasser, Piet Paes, Audrey Marnay, Nora Sagal, Avery June Jones, James Audrey Jones, Alexandre Desplat"
155,Mirror Mirror,106.0,"Adventure,Comedy,Drama","Mar 30, 2012",85000000,64935167,173613482,88613482,PG,Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer, Sean Bean, Nathan Lane, Robert Emms, Mare Winningham, Michael Lerner, Jordan Prentice, Mark Povinelli, Joey Gnoffo, Danny Woodburn, Sebastian Saraceno, Ronald Lee Clark, Martin Klebba, Bonnie Bentley, Arthur Holden, Kwasi Songui, Eric Davis, Kathleen Fee, Nadia Verrucci, Adam Butcher, Dawn Ford, Alex Ivanovici, Richard Jutras, Melodie Simard, Kimberly-Sue Murray, Andre Lanthier, Lisa Noto, William Calvert, Nicholas Guest, Frank Welker"
156,The Net,75.0,Drama,"Jul 28, 1995",22000000,50621733,110521733,88521733,PG,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett, Kristina Krofft, Tony Perez, Margo Winkler, Gene Kirkwood, Julia Pearlstein, Juan García, Christopher Darga, Charles Winkler, Rick Snyder, Gerald Berns, Tannis Benedict, Vaughn Armstrong, Wren T. Brown, Lynn Blades, Israel Juarbe, Julia Vera, Lewis Dix Jr., Lili Flanders, Adam Winkler, Brian E. Frankish, Wanda Lee Evans, Kerry Kilbride, Roland Branford Gomez, Melvin Thompson, Rich Bracco, Lucy Butler, John Livingston, David Winkler, Cam Brainard, Dennis Richmond, Elaine Corral Kendall, Alfredo Lopez, Thomas Crawford, John Cappon, Barbara Abedi, Kevin Brown, Hope M. Parrish, William B. Hill, Danny Breen, Andrew Amador, Melissa Bomes"
157,Philomena,98.0,"Biography,Comedy,Drama","Nov 22, 2013",12000000,37709979,98963392,86963392,PG-13,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Anna Maxwell Martin, Ruth McCabe, Barbara Jefford, Mare Winningham, Michelle Fairley, Peter Hermann, Kate Fleetwood, Sean Mahon, Wunmi Mosaku, Amy McCallister, Charlie Murphy, Charissa Shearer, Rachel Wilcock, Rita Hamill, Tadhg Bowen, Saoirse Bowen, Harrison D'Ampney, DJ McGrath, Simone Lahbib, Sara Stewart, Gary Lilburn, Charles Edwards, Nicholas Jones, Paris Arrowsmith, Marie Jones, Frankie McCafferty, Vaughn Joseph, Shug Fisher, I. King Jordan, Amber Batty, Martin Glyn Murray, Elliot Levey, Florence Keith-Roach, George Michael Rados, Nika McGuigan"
158,War Horse,,Drama,"Dec 25, 2011",70000000,79883359,156815529,86815529,PG-13,Steven Spielberg,"Peter Mullan, Jeremy Irvine, Emily Watson, Niels Arestrup, David Thewlis, Tom Hiddleston, Benedict Cumberbatch, Celine Buckens, Toby Kebbell, David Kross, Matt Milne, Robert Emms, Eddie Marsan, Nicolas Bro, Rainer Bock, Hinnerk Schonemann, Gary Lydon, Geoff Bell, Liam Cunningham, Jean-Claude Lecas, Justin Brett, Sebastian Hülk, Gerard McSorley, Tony Pitts, Ifran Hussain, Seamus O'Neill, Philippe Nahon, Pat Laffan, Michael Ryan, Peter McNeil O'Connor, Gunnar Atli Cauthery, Julian Wadham, Anian Zollner, Michael Kranz, Hannes Wegener, David Dencik, Edward Bennett, Johnny Harris, Philip Hill-Pearson, Tam Dean Burn, Thomas Arnold, Maximiilian Brueckner, Markus Tomczyk, Peter Benedict, Callum Armstrong, Roy Holder, Paul Alexander, Maggie Ollerenshaw, Beth Ogden, Martin D. Dew"
159,The Notebook,112.0,"Drama,War","Jun 25, 2004",30000000,81001787,116025023,86025023,R,János Szász,"László Gyémánt, Lázló Gyémánt, András Gyémánt, Piroska Molnár, Ulrich Thomsen, Ulrich Matthes, Gyöngyvér Bognár, Gyonyver Bognar, Orsolya Tóth, János Derzsi, Enikö Börcsök, Diána Kiss, Peter Andorai, Sabin Tambrea"
160,The Notebook,112.0,"Drama,War","Jun 25, 2004",30000000,81001787,116025023,86025023,PG-13,Nick Cassavetes,"Ryan Gosling, Rachel McAdams, James Garner, Gena Rowlands, James Marsden, Sam Shepard, David Thornton, Joan Allen, Kevin Connolly, Tim Ivey, Starletta DuPois, Anthony-Michael Q. Thomas, Ed Grady, Renée Amber, Jennifer Echols, Geoffrey Knight, Heather Wahlquist, Andrew Schaff, Matt Shelly, Michael D. Fuller, Jonathan Parks Jordan, Leslea Fisher, Jude Kitchens, Tim O'Brien, Meredith O'Brien, Cullen Moss, Traci ""Thunderbird"" Dinwiddie, Pat Leonard, Patrick Leonard, Kweli Leapart, James Middleton, Frederick Bingham, Daniel Czekalski, Peter Rosenfeld, Bradley D. Capshaw, James Scott Deaton, Eve Kagan, Stephanie Wheeler, Erin Guzowski, Obba Babatundé, Chuck Pacheco, John A. Cundari, Hugh A. Robertson, Robert Washington, Todd Lewis, Mark Johnson, Robert Fraisse, Barbara Weetman, Dan Chamblin, Sasha Azevedo, Jamie Anne Allman, Robert Ivey, Rebecca Koon, Sandra W. Van Natta, Deborah Hobart, Lindy Newton, Sherrill Turner, Sherril M. Turner, Sylvia Jefferies, Mark Garner, Scott Ritenour, Milton Buras, Elizabeth Bond, Matt Barry, Matthew Barry, Nancy De Mayo, Meredith Zealy, Julianne Keller Lewis, Madison Wayne Ellis, Riley Novak, Ronald Betts, Jerry Hey"
161,The Hateful Eight,168.0,"Crime,Drama,Mystery","Dec 25, 2015",62000000,54117416,147864886,85864886,R,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demian Bichir, Tim Roth, Michael Madsen, Bruce Dern, Channing Tatum, James Parks, Dana Gourrier, Lee Horsley, Belinda Owino, Gene Jones, Bruce Del Castillo, Craig Stark, Keith Jefferson, Zoe Bell"
162,Last Vegas,105.0,"Comedy,Drama","Jan 28, 2013",28000000,63914167,112914167,84914167,PG-13,Jon Turteltaub,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen, Jerry Ferrara, Romany Malco, Roger Bart, Joanna Gleason, Michael Ealy, Bre Blair, April Billingsley, Stephen Scott Scarpulla, Andrea Moore, Noah Harden, R.J. Fattori, Aaron Bantum, Phillip Wampler, Olivia Stuck, Karen Ceesay, Ashley Rae Spillers, Lisa Young Robinson, Edward Edwards, Ray Abruzzo, Elliott Street, Weronika Rosati, 50 Cent, Redfoo, David Ekott, Andrew Furr, Michael Beasley, Ric Reitz, Michael Farris, Savannah Leigh Bergeron, Richard Mooney, Janay Oakland, Diana Boyle, Christie George, Kelly O'Neal, Garrett Hines, Jena Sims, Nicci Faires, Autumn Dial, Polly Craig, Dane Davenport, Maria Malcom, Natalia Harris, Murray Nicholson, Louis Fox, Mimi Gould, Dan Hewitt Owens, Matt Bauer, Doug Kaye, Susan Shalhoub Larkin, Michael D. Cohen"
163,Blue Jasmine,98.0,Drama,"Jul 26, 2013",18000000,33404871,102912961,84912961,PG-13,Woody Allen,"Alec Baldwin, Cate Blanchett, Sally Hawkins, Andrew Dice Clay, Alden Ehrenreich, Louis C.K., Michael Stuhlbarg, Peter Sarsgaard, Bobby Cannavale, Tammy Blanchard, Max Casella, Richard Conti, Joy Carlin, Glen Caspillo"
164,Calendar Girls,131.0,Drama,"Dec 19, 2003",10000000,31011616,93074616,83074616,PG-13,Nigel Cole,"Helen Mirren, Julie Walters, John Alderton, Linda Bassett, Annette Crosbie, Philip Glenister, Ciarán Hinds, Celia Imrie, Celia Inrie, Geraldine James, Penelope Wilton, George Costigan, Graham Crowden, John Fortune, Georgie Glen, Angela Curran, Rosalind March, John-Paul Macleod, Marc Pickering, John Sharian, Belinda Everett, Harriet Thorpe, Gillian Wright, Ian Embleton, Janet Howd, Lesley Staples, Richard Braine, Maggie McCarthy, Diana Marchment, Celia Henebury, Ted Robbins, Arthur Kelly, Alison Pargeter, Tim Barker, Angus Barnett, Frank Barrie, John Sparkes, Merryn Owen, Richard Ashton, Shameer Madarbakus, Elizabeth Ann Bennett, Simon Ludders, Darren Southworth, Sharon Thomas, Christa Ackroyd, Geoffrey Wilkinson, Bob Flag, Mark Hayford, Russell Geoffrey Banks, Wilfred Harrison, Adil Hussain, Waqas Altaf, Paul McLeary, Peter Lorenzelli, Jay Leno, Matt Malloy, Patton Oswalt, Craig Kirkwood, Frank Bello, John Bush, Scott Ian Rosenfeld, Ashley Niles, Angela Marie Baker, Beryl Bamforth, Christine Clancy, Ros Fawcett, Lynda Logan, Tricia Stewart, Roy the Postman"
165,A Nightmare on Elm Street,95.0,"Crime,Drama,Horror","Apr 30, 2010",35000000,63075011,117729621,82729621,R,Wes Craven,"Robert Englund, Heather Langenkamp, John Saxon, Ronee Blakely, Amanda Wyss, Nick Corri, Johnny Depp, Charles Fleischer, Joe Whipp, Joseph Whipp, Mimi Craven, Jack Shea, Ed Call, Edward Call, Mimi Meyer-Shaye, Sandy Lipton, Joe Unger, David Andrews, Jeff Levine, Donna Woodrum, Shashawnee Hall, Carol Pritikin, Brian Reise, Don Hannah, Lin Shaye"
166,A Nightmare on Elm Street,95.0,"Crime,Drama,Horror","Apr 30, 2010",35000000,63075011,117729621,82729621,R,Samuel Bayer,"Rooney Mara, Kyle Gallner, Thomas Dekker, Jackie Earle Haley, Katie Cassidy, Kellan Lutz, Clancy Brown, Connie Britton, Lia D. Mortensen, Christian Stolte, Julianna Damm, Katie Schooping Knight, Hailey Schooping Knight, Leah Uteg, Don Robert Cass, Kurt Naebig, Kyra Krumins, Brayden Coyer, Max Holt, Andrew Fiscella, Bob Kizer, Michael Lynne, Pete Kelly, Jason Brandstetter, Rob Riley, Scott Lindvall, Dominick Coviello, Parker Bagley, Jennifer Robers, Tania Randall, Logan Stalzer, Christopher Woods"
167,The Butterfly Effect,85.0,"Comedy,Crime,Drama","Jan 23, 2004",13000000,57924679,95638592,82638592,R,"Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Melora Walters, Ethan Suplee, Elden Henson, William Lee Scott, Eric Stoltz, John Patrick Amedori, Irene Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Callum Keith Rennie, Jake Kaese, Cameron Bright, Lorena Gale, Nathaniel DeVeaux, John Tierney, Kendall Cross, John B. Lowe, Camille Sullivan, Tara Wilson, Jesse Hutch, Jacqueline Stewart, Grant Thompson, Andrew Olcott, Sadie Lawrence, Bill Croft, Glenn Richards, Sam Easton, Daniel Spink, Douglas H. Arthurs, Kevin Durand, Paul Lazenby, June B. Wilde, Kimani Ray Smith, Trevor Jones, Colby Chartrand, Shelly Schiavoni, Brandy Heidrick, Chapelle Jaffe, Scott Swanson, Kevan Ohtsji, Melanie Hall, Amy Esterle, David Cook (XXII), Magda Apanowicz, Gary Little, J. Jackson Kocela"
168,Zero Dark Thirty,157.0,"Drama,Thriller","Dec 19, 2012",52500000,95720716,134612435,82112435,R,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Joel Edgerton, Edgar Ramirez, Kyle Chandler, Mark Strong (II), Chris Pratt, James Gandolfini, Fares Fares, Frank Grillo, Jennifer Ehle, Nash Edgerton, Reda Kateb, Jeremy Strong, J.J. Kandell, Wahab Sheikh, Alexander Karim, Nabil Elouahabi, Aymen Hamdouchi, Simon Abkarian, Ali Marhyar, Parker Sawyers, Akin Gazi, Derek Siow, Mohammad K., Henry Garrett, Homayoun Ershadi, Darshan Aulakh, Navdeep Singh, Yoav Levi, Sukhdeep Singh, Musa Sattari, David Menkin, Scott Adkins, Eyad Zoubi, Julian Lewis Jones, Christian Contreras, Lauren Shaw, Zachary Becker, John Antonini, Jessica Collins, Fredric Lehne, Ashraf Telfah, Jonathan Olley, Ben Lambert, Manraaj Singh, Tushaar Mehra, Harold Perrineau, Daniel Lapaine, Udayan Baijal, Mark Duplass, Stephen Dillane, John Schwab, Martin Delaney, Nabil Koni, Antony Edridge, John Barrowman, Jeff Mash, Taylor Kinney, Callan Mulvey, Siaosi Fonua, Phil Somerville, Mike Colter, Brett Praed, Aron Eastwood, Heemi Browstow, Chris Scarf, Barrie Rice, Rob Young, Spencer Coursen, Chris Perry, Alex Corbet Burcher, Robert Eastman, Tim Martin, Mitchell Hall, P.T., Alan Pietruszewski, Kevin LaRosa, Michael David Selig, Benjamin John Parillo, Christopher Stanley, Hadeel Shqair, Noureddine Hajjoujou, Nour Alkawaja, Malika Sayed, Rida Siham, Moula Mounia, Zalfa Seurat, Tarik Haddouch, Ricky Sekhon, Mark Valley, Alexandre Desplat"
169,The Upside,126.0,"Comedy,Drama","Jan 11, 2019",37500000,108235497,119024536,81524536,PG-13,Neil Burger,"Bryan Cranston, Kevin Hart, Nicole Kidman, Julianna Margulies, Aja Naomi King, Tate Donovan"
170,Closer,87.0,Drama,"Dec 3, 2004",35000000,33987757,116177695,81177695,R,Mike Nichols,"Natalie Portman, Jude Law, Julia Roberts, Clive Owen, Colin Stinton, Nick Hobbs"
171,Book Club,104.0,"Comedy,Drama,Romance","May 18, 2018",10000000,68566296,91113683,81113683,PG-13,,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen, Craig T. Nelson, Alicia Silverstone, Andy Garcia, Don Johnson, Ed Begley Jr., Richard Dreyfuss"
172,The Second Best Exotic Marigold Hotel,122.0,"Comedy,Drama","Mar 6, 2015",10000000,33078266,90384306,80384306,PG,John Madden,"Judi Dench, Maggie Smith, Bill Nighy, Dev Patel, Celia Imrie, Ronald Pickup, Penelope Wilton, Richard Gere, Tamsin Greig, David Strathairn, Tina Desai, Diana Hardcastle, Lillete Dubey, Subhrajyoti Barat, Fiona Mollison, Zachary Coffin, Jayesh V. Kardak, Shazad Latif"
173,Saving Mr. Banks,125.0,"Biography,Comedy,Drama","Dec 13, 2013",35000000,83299761,114962525,79962525,PG-13,John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Bradley Whitford, Paul Giamatti, Jason Schwartzman, B.J. Novak, Ruth Wilson, Annie Rose Buckley, Rachel Griffiths, Kathy Baker"
174,The Saint,96.0,Drama,"Apr 4, 1997",90000000,61363304,169400000,79400000,PG-13,Phillip Noyce,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valery Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Lev Prigunov, Charlotte Cornwell, Irina Apeksimova, Emily Mortimer, Lev Prygunov, Lucija Serbedzija, Adam Smith, Pat Laffan, Verity Dearsley, Evgeniy Lazarev, Irina Apeximova, Velibor Topic, Tommy Flanagan, Yegor Pozenko, Michael Marquez, Lorelei King, Alla A. Kazanskaya, Ronnie Letham, Tusse Silberg, Peter Guinness, Stefan Gryff, Malcolm Tierney, Stephen Tiller, Christopher Rozycki, Etela Pardo, Nikolai Veselov, David Schneider, Oxana Popkova, Agnieszka Liggett, Lydia Zovkic, Alexander Tutin, Vadim Stepashkin, Ravil Isyanov, Alexander Kadanyov, Petar Vidovic, Susan Porrett, Cliff Parisi, Richard Cubison, Tony Armatrading, Benjamin Whitrow, Julian Rhind-Tutt, Kate Isitt, Barbara Jefford, Sean O'Kane, Lucy Akhurst, Nigel Clauzel, Eric Loren, William Hope, Michael Cochrane, Ginny Holder, AKIKO, Melissa Knatchbull, Caroline Lee Johnson"
175,The Favourite,119.0,"Biography,Drama,History","Nov 23, 2018",15000000,34366783,94113929,79113929,R,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult, Joe Alwyn, James Smith, Mark Gatiss, Jenny Rainsford"
176,Sanctum,108.0,"Adventure,Drama,Thriller","Feb 4, 2011",30000000,23209310,108957098,78957098,R,"Alister Grierson, Fred Olen Ray","Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson, Dan Wylie, Allison Cratchley, Dan Wyllie, Christopher Baker, Nicole Downes, Cramer Cain, Andrew Hansen, John Garvin, Sean Dennehy, Nea Diap, Nicole Downs, Brett Baxter Clark, Joseph Bottoms, Margaux Hemingway, Suzanne Ager, Tanya Roberts, Valerie Wildman, John Henry Richardson, Ted Newsom"
177,Water for Elephants,120.0,"Drama,Romance","Apr 22, 2011",38000000,58709717,116809717,78809717,PG-13,Francis Lawrence,"Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider, Jim Norton, Hal Holbrook, Mark Povinelli, Richard Brake, Stephen Monroe Taylor, Ken Foree, Scott Macdonald, James Frain, Sam Anderson, John Aylward, Brad Greenquist, Tim Guinee, Donna Wilson, E.E. Bell, Kyle Jordan, Aleksandra Kaniak, Ilia Volok, Bruce Gray, Jim Jansen, James Keane, Ivo Nandi, Karynn Moore, Andrew Connolly, Doug McDougal, Tracy Phillips, Rowan O'Hara, Tai, Uggie, Ice, Major, Sita Acevedo, Danny Castle, Michael Coronas, Aloysia Gavré, Chobi Gyorgy, David Hunt, George Landkas-Coronas, Kerren McKeeman, Rebecca Ostroff, Bianca Sapetto, Katia Sereno, Vladimir Sizov, Russell Stark, Sebastien Stella, Lee-Anne Telford, Dreya Weber, Tara Ferguson, Shannon Freyer, Kelsey McNamee, Molly O'Neill, Aryiel Hartman, Michelle Lavon, Mark Barnett, Kacie Borrowman, Rob Crites, Kelly Erickson, Derrick Gilday, Jonathon Moore, Mary Newman, Brad Potts, Dalmicio Pueblos, Gabriel Ramos-Gomez, Jackie Zane, Aaron Bloom, Chris Grabher, Eddie Medrano, Stephen Simon, Jon Weiss, Tom Weymouth, Wyatt Biessel, Chris Blim, Duff Dugan, Marcus Everett, Joe Langer, Glen McDougal, Stefan Rollins, William Scott Morse, Evan Silverman, Beresford Bennett, Johnny Britt, Garnett Brown, George Harper, Bobby Haynes, Todd Cochran, Mike Davis, Keith Friddmont, Wynton McCurty, Deryl Patterson, Kabin Thomas, Karl Vincent"
178,The Book of Eli,118.0,"Action,Adventure,Drama","Jan 15, 2010",80000000,94835059,158750817,78750817,R,"Albert Hughes, Allen Hughes","Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits, Chris Browning, Richard Cetrone, Lateef Crowder, Keith Davis, Don Thai Theerathada, Thom Harris Williams, Lora Martinez Cunningham, Scott Wilder, Heidi Pascoe, Jennifer Caputo, Eddie Perez, Spencer Sano, Karin Silvestri, Mike Gunther, John Koyama, Mike McCarty, Michael McCarty, Scott Michael Morgan, Sala Baker, Arron Shiver, Justin Tade, Mike Seal, Richard Smith, Paul Crawford, Edward A. Duran, David Wald, Jermaine Washington, Kofi Elam, Kofi W. Elam, Clay Donahue Fontenot, Al Goto, Clay Fontenot, Brad Martin, Tim Rigby, Luis Bordonada, Robert Powell, Angelique Midthunder, Todd Schneider, Darrin Prescott, Laurence Chavez, Brian Lucero, David Midthunder"
179,I Can Only Imagine,110.0,"Biography,Drama,Family","Mar 16, 2018",7000000,83482352,85604221,78604221,PG,"Jon Erwin, Andrew Erwin","J. Michael Finley, Madeline Carroll, Trace Adkins, Priscilla C. Shirer, Dennis Quaid, Cloris Leachman, Brody Rose, Tanya Clarke, Gianna Simone, Rhoda Griffis"
180,The Color Purple,97.0,"Action,Drama","Dec 18, 1985",15000000,93589701,93589701,78589701,PG-13,Steven Spielberg,"Whoopi Goldberg, Danny Glover, Margaret Avery, Oprah Winfrey, Willard E. Pugh, Akosua Busia, Desreta Jackson, Adolph Caesar, Rae Dawn Chong, Dana Ivey, Leonard Jackson, Reuben Cannon, Bennet Guillory, John Patton Jr., Carl Anderson (II), Susan Beaubian, James Tillis, Phillip Strong, Laurence Fishburne, Job Seda, Peto Kinsaka, Lelo Masamba, Margaret Freeman, Howard Starr, Daphaine Oliver, Jadili Johnson, Lillian Njoki Distefano, Donna Buie, Leon Rippy, John Hart, David Thomas, Carrie Murray, Juliet Poe, Katie Simon, Ethel Taylor, Marcus Covington, Marcus Liles, April Myers, Maurice Moore, Lechanda Lathrap, Drew Bundini Brown, Arnold Turner, Jeris Poindexter, Saunders Sonny Terry, Greg Phillinganes, Hawthorne James, Roy Gaines, Paulinho da Costa, Nana Yaw Asiedu, Clarence Avant, Bayo Martin, Ndugu Chancler, Jeffrey Kwashi, Pete Munzhi, Aniijia Rae Shockley"
181,BlacKkKlansman,135.0,"Biography,Crime,Drama","Aug 10, 2018",15000000,49275340,93017335,78017335,R,Spike Lee,"John David Washington, Adam Driver, Laura Harrier, Topher Grace, Jasper Pääkkönen, Ryan Eggold, Corey Hawkins, Paul Walter Hauser, Ashlie Atkinson, Alec Baldwin, Harry Belafonte, Isiah Whitlock Jr., Robert John Burke, Brian Tarantina, Arthur Nascarella, Ken Garito"
182,A Simple Favor,117.0,"Comedy,Crime,Drama","Sep 14, 2018",20000000,53548586,97628717,77628717,R,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding, Eric Johnson, Jean Smart, Sarah Baker, Gia Sandhu, Kelly McCormack, Glenda Braganza, Linda Cardellini, Andrew Rannells, Rupert Friend, Joshua Satine"
